X Lag Time,Record 1: BVs_3e10_300rpm_40-00min_ST_No1_230925 1,Record 2: BVs_3e10_300rpm_40-00min_ST_No1_230925 2,Record 3: BVs_3e10_300rpm_40-00min_ST_No1_230925 3,X Intensity,Record 1: BVs_3e10_300rpm_40-00min_ST_No1_230925 1,Record 2: BVs_3e10_300rpm_40-00min_ST_No1_230925 2,Record 3: BVs_3e10_300rpm_40-00min_ST_No1_230925 3
92.5,0.81,0.803,0.799,78.8,2.67,1.99,1.06
101,0.799,0.792,0.787,91.3,4.89,3.89,2.84
109,0.788,0.783,0.777,106,6.03,5.38,4.68
117,0.779,0.772,0.767,122,5.47,5.75,5.86
125,0.769,0.763,0.757,142,3.56,4.81,5.96
141,0.749,0.743,0.738,164,1.38,3,4.97
157,0.731,0.726,0.719,190,0.0701,1.15,3.28
173,0.713,0.708,0.702,220,0,0.086,1.54
189,0.696,0.691,0.685,255,0,0,0.333
205,0.68,0.676,0.668,295,0,0,0
221,0.665,0.66,0.653,342,1.55,0.772,0.421
237,0.65,0.646,0.638,396,5.05,3.19,1.91
253,0.636,0.632,0.624,459,9.52,6.9,4.28
285,0.609,0.606,0.597,531,13.3,10.7,7
317,0.585,0.582,0.572,615,15,13.4,9.36
349,0.562,0.559,0.549,712,13.7,13.8,10.7
381,0.54,0.538,0.527,825,10.1,11.8,10.8
413,0.521,0.519,0.507,955,5.41,8.01,9.43
445,0.502,0.501,0.489,1.11E+03,1.6,3.86,7.08
477,0.485,0.484,0.471,1.28E+03,0,0.915,4.34
509,0.469,0.468,0.455,1.48E+03,0,0,1.94
573,0.439,0.438,0.426,1.72E+03,0,0,0.45
637,0.413,0.412,0.399,1.99E+03,0,0,0
701,0.39,0.389,0.375,2.30E+03,0,0,0
765,0.37,0.367,0.354,2.67E+03,0,0,0
829,0.351,0.348,0.335,3.09E+03,0,0,0
893,0.333,0.331,0.318,3.58E+03,0,0,0
957,0.316,0.315,0.302,4.15E+03,0,0,0
1.02E+03,0.301,0.301,0.288,4.80E+03,0,0,0.255
1.15E+03,0.275,0.275,0.263,5.56E+03,0,0,1.45
1.28E+03,0.252,0.254,0.241,6.44E+03,0,0,0
1.40E+03,0.233,0.235,0.221,7.46E+03,0,0,0
1.53E+03,0.217,0.217,0.205,8.63E+03,0,0,0
1.66E+03,0.202,0.202,0.19,,,,
1.79E+03,0.189,0.188,0.177,,,,
1.92E+03,0.177,0.176,0.166,,,,
2.04E+03,0.166,0.166,0.156,,,,
2.30E+03,0.146,0.147,0.138,,,,
2.56E+03,0.131,0.131,0.123,,,,
2.81E+03,0.117,0.116,0.11,,,,
3.07E+03,0.106,0.103,0.0999,,,,
3.32E+03,0.0961,0.0942,0.0909,,,,
3.58E+03,0.0869,0.0879,0.0824,,,,
3.84E+03,0.0798,0.0823,0.075,,,,
4.09E+03,0.0757,0.0771,0.0683,,,,
4.60E+03,0.0676,0.0671,0.0581,,,,
5.12E+03,0.0612,0.058,0.0513,,,,
5.63E+03,0.0589,0.0506,0.0472,,,,
6.14E+03,0.0566,0.0464,0.0447,,,,
6.65E+03,0.0541,0.0429,0.0429,,,,
7.16E+03,0.0523,0.0406,0.0418,,,,
7.68E+03,0.0505,0.038,0.0413,,,,
8.19E+03,0.0476,0.0365,0.0403,,,,
9.21E+03,0.042,0.0371,0.0385,,,,
1.02E+04,0.0439,0.0384,0.0362,,,,
1.13E+04,0.0459,0.0368,0.034,,,,
1.23E+04,0.0478,0.0347,0.0306,,,,
1.33E+04,0.0458,0.0363,0.0284,,,,
1.43E+04,0.0414,0.0366,0.0312,,,,
1.54E+04,0.0412,0.0364,0.0319,,,,
1.64E+04,0.0426,0.0378,0.0307,,,,
1.84E+04,0.0437,0.0395,0.0289,,,,
2.05E+04,0.0436,0.0356,0.0257,,,,
2.25E+04,0.0443,0.0335,0.0244,,,,
2.46E+04,0.0399,0.0288,0.0247,,,,
2.66E+04,0.0411,0.0289,0.0233,,,,
2.87E+04,0.0441,0.0333,0.024,,,,
3.07E+04,0.0405,0.0366,0.0248,,,,
3.28E+04,0.0404,0.0318,0.025,,,,
3.69E+04,0.0361,0.0324,0.0266,,,,
4.10E+04,0.036,0.0326,0.0281,,,,
4.51E+04,0.0329,0.0317,0.0237,,,,
4.91E+04,0.0335,0.029,0.0227,,,,
5.32E+04,0.0306,0.0294,0.0282,,,,
5.73E+04,0.0298,0.0279,0.0324,,,,
6.14E+04,0.0314,0.027,0.0312,,,,
6.55E+04,0.0328,0.0304,0.0306,,,,
7.37E+04,0.0305,0.0289,0.0273,,,,
8.19E+04,0.0305,0.0235,0.0234,,,,
9.01E+04,0.0279,0.0189,0.0238,,,,
9.83E+04,0.0268,0.0276,0.0274,,,,
1.06E+05,0.0247,0.0222,0.0203,,,,
1.15E+05,0.0296,0.0227,0.0202,,,,
1.23E+05,0.0271,0.0218,0.0217,,,,
1.31E+05,0.0266,0.0228,0.0185,,,,
1.47E+05,0.0269,0.021,0.021,,,,
1.64E+05,0.0242,0.0158,0.0197,,,,
1.80E+05,0.0227,0.0152,0.0217,,,,
1.97E+05,0.0208,0.0138,0.0201,,,,
2.13E+05,0.0229,0.011,0.021,,,,
2.29E+05,0.0197,0.0141,0.0177,,,,
2.46E+05,0.0169,0.0077,0.0168,,,,
2.62E+05,0.017,0.00758,0.0152,,,,
2.95E+05,0.0167,0.00513,0.00996,,,,
3.28E+05,0.00985,0.00364,0.0134,,,,
3.60E+05,0.00671,0.00024,0.0118,,,,
3.93E+05,0.00495,0.00111,0.00992,,,,
4.26E+05,0.00514,0.00031,0.00826,,,,
4.59E+05,0.00316,6.02E-05,0.00998,,,,
4.92E+05,0.00279,0.000906,0.00746,,,,
5.24E+05,0.000857,0,0.00594,,,,
5.90E+05,4.80E-05,4.77E-05,0.00323,,,,
6.55E+05,0.000902,0.000218,0.00173,,,,
7.21E+05,0.00139,0.000771,0.00403,,,,
7.86E+05,0.00121,0.0019,0.00169,,,,
8.52E+05,0.00108,0.00112,0.00113,,,,
9.18E+05,0.00145,0.00262,0.00354,,,,
9.83E+05,0.0021,0.00437,0.00168,,,,
1.05E+06,0.00086,0.00402,0.00177,,,,
1.18E+06,0.00239,0.00439,0.00338,,,,
1.31E+06,0.00258,0.00263,0.00158,,,,
1.44E+06,0.00274,0.00222,0.000577,,,,
1.57E+06,0.00411,0.00144,0.00017,,,,
1.70E+06,0.00377,0.00121,9.88E-05,,,,
1.84E+06,0.00473,0.000299,0,,,,
1.97E+06,0.00364,9.16E-05,0.000528,,,,
2.10E+06,0.00614,0.00886,0.00363,,,,
2.36E+06,0.00766,0.00984,0.00904,,,,
2.62E+06,0.00741,0.0107,0.00954,,,,
2.88E+06,0.0045,0.00961,0.00477,,,,
3.15E+06,0.002,0.0122,0.00188,,,,
3.41E+06,0.00424,0.0119,0.00742,,,,
3.67E+06,0,0.0121,0.0107,,,,
3.93E+06,0.00191,0.00871,0.00697,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
