X Lag Time,Record 1: EVs_3e10_300rpm_20-00min_ST_No2_230829 1,Record 2: EVs_3e10_300rpm_20-00min_ST_No2_230829 2,Record 3: EVs_3e10_300rpm_20-00min_ST_No2_230829 3,X Intensity,Record 1: EVs_3e10_300rpm_20-00min_ST_No2_230829 1,Record 2: EVs_3e10_300rpm_20-00min_ST_No2_230829 2,Record 3: EVs_3e10_300rpm_20-00min_ST_No2_230829 3
2.56E+03,0.0151,0.00989,0.0223,,,,
2.81E+03,0.012,0.00768,0.0193,,,,
3.07E+03,0.00919,0.00575,0.0156,,,,
3.32E+03,0.00624,0.00457,0.0119,,,,
3.58E+03,0.00548,0.00403,0.00989,,,,
3.84E+03,0.00409,0.00274,0.00931,,,,
4.09E+03,0.00385,0.00215,0.00798,,,,
4.60E+03,0.0039,0.00215,0.00629,,,,
5.12E+03,0.00419,0.00218,0.00326,,,,
5.63E+03,0.00476,0.00134,0.00277,,,,
6.14E+03,0.00695,0.000436,0.00185,,,,
6.65E+03,0.00722,0.00201,0.00054,,,,
7.16E+03,0.00599,0.0033,0.00165,,,,
7.68E+03,0.00499,0.00325,0.00258,,,,
8.19E+03,0.00318,0.00267,0.00228,,,,
9.21E+03,0.00435,0.00419,0.00473,,,,
1.02E+04,0.00414,0.00121,0.00229,,,,
1.13E+04,0.00292,0.00168,0.00231,,,,
1.23E+04,0.00319,0.00168,0.00111,,,,
1.33E+04,0.000794,0.000853,0.00295,,,,
1.43E+04,0.00143,0.00131,0.00294,,,,
1.54E+04,0.0017,0.00211,0.00156,,,,
1.64E+04,0.000726,0.00179,0.000711,,,,
1.84E+04,0.0003,0.00185,0.00373,,,,
2.05E+04,0.00111,0.00246,0.0034,,,,
2.25E+04,0.00373,0.00147,0.00188,,,,
2.46E+04,0.00172,0.00186,0.00295,,,,
2.66E+04,0.00424,0.000903,0.00285,,,,
2.87E+04,0.0019,0.00299,0.00573,,,,
3.07E+04,0.00209,0.0035,0.0026,,,,
3.28E+04,0.00113,0.00253,0.00292,,,,
3.69E+04,0.00154,0.00226,0.00416,,,,
4.10E+04,0.000166,0.00391,0.00354,,,,
4.51E+04,0.000456,0.00201,0.00135,,,,
4.91E+04,0.00109,0.00116,0.00404,,,,
5.32E+04,0.00122,0.000466,0.00206,,,,
5.73E+04,0.00294,0.00215,0.00364,,,,
6.14E+04,0.00124,0.000544,0.00335,,,,
6.55E+04,0.000787,1.21E-05,0.0031,,,,
7.37E+04,0.00158,0.00281,0.00268,,,,
8.19E+04,0.0016,0.00175,0.00167,,,,
9.01E+04,0.00128,0.00104,0.00153,,,,
9.83E+04,0.000154,0.000773,0.00113,,,,
1.06E+05,0.00194,0.00107,0.00301,,,,
1.15E+05,0.000611,0.00198,0.00233,,,,
1.23E+05,2.59E-05,0.00187,0.00141,,,,
1.31E+05,0.00125,0.000785,0.00215,,,,
1.47E+05,0.000796,0.000926,0.00275,,,,
1.64E+05,0.00105,0.00217,0.00174,,,,
1.80E+05,0.00195,0.0004,0.00142,,,,
1.97E+05,0.000504,0.0012,0.00201,,,,
2.13E+05,0.00064,0.000952,0.00232,,,,
2.29E+05,0.000972,0.00136,0.00226,,,,
2.46E+05,0.00111,0.00165,0.00125,,,,
2.62E+05,0.000814,0.00137,0.000628,,,,
2.95E+05,0.00108,0.00082,0.00194,,,,
3.28E+05,0.00115,0.000769,0.000911,,,,
3.60E+05,0.00106,0.00173,0.00113,,,,
3.93E+05,0.00229,0.00168,0.00169,,,,
4.26E+05,0.000668,0.0015,0.000366,,,,
4.59E+05,0.00045,0.000581,0.00183,,,,
4.92E+05,0.000234,0.000962,0.0016,,,,
5.24E+05,0.000761,0.00077,0.00208,,,,
5.90E+05,0.000861,0.000514,0.00113,,,,
6.55E+05,0.000603,0.000956,0.00191,,,,
7.21E+05,0.00126,0.00105,0.00131,,,,
7.86E+05,0.000827,0.000554,0.00201,,,,
8.52E+05,0.000741,0.00102,0.0011,,,,
9.18E+05,0.000898,0.000736,0.000999,,,,
9.83E+05,0.000695,0.00118,0.001,,,,
1.05E+06,0.00107,0.000489,0.00181,,,,
1.18E+06,0.000449,0.000383,0.00248,,,,
1.31E+06,0.00105,0.00067,0.00225,,,,
1.44E+06,0.000673,0.00132,0.0019,,,,
1.57E+06,0.000436,0.000583,0.0019,,,,
1.70E+06,0.0005,0.000806,0.0015,,,,
1.84E+06,0.00103,0.000472,0.00135,,,,
1.97E+06,0.00038,0.00119,0.00174,,,,
2.10E+06,0.00073,0.00204,0.000209,,,,
2.36E+06,0.000509,0.00145,0.000642,,,,
2.62E+06,0.00124,0.0017,0.000768,,,,
2.88E+06,0.00104,0.00257,0.00062,,,,
3.15E+06,0.00109,0.00114,0.000657,,,,
3.41E+06,0.00129,0.000785,0,,,,
3.67E+06,0.00098,0.00175,0.000508,,,,
3.93E+06,0.000579,0.00158,0.000176,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
