X Lag Time,Record 1: EVs_3e10_000rpm_00-00min_NA_No2_230901 1,Record 2: EVs_3e10_000rpm_00-00min_NA_No2_230901 2,Record 3: EVs_3e10_000rpm_00-00min_NA_No2_230901 3,X Intensity,Record 1: EVs_3e10_000rpm_00-00min_NA_No2_230901 1,Record 2: EVs_3e10_000rpm_00-00min_NA_No2_230901 2,Record 3: EVs_3e10_000rpm_00-00min_NA_No2_230901 3
52.5,0.696,0.694,0.696,32.7,0,0,0.688
56.5,0.683,0.68,0.683,37.8,0,0,0.885
60.5,0.669,0.667,0.67,43.8,0,0,1.07
68.5,0.644,0.642,0.644,50.7,0.117,0.122,1.41
76.5,0.619,0.617,0.62,58.8,0.982,0.866,2.05
84.5,0.595,0.594,0.596,68.1,2.75,2.33,3.12
92.5,0.573,0.571,0.574,78.8,5.22,4.41,4.58
101,0.551,0.55,0.553,91.3,7.96,6.82,6.3
109,0.531,0.529,0.532,106,10.5,9.19,8.05
117,0.511,0.51,0.514,122,12.3,11.1,9.56
125,0.493,0.491,0.495,142,13.1,12.3,10.6
141,0.458,0.456,0.46,164,12.8,12.5,10.9
157,0.426,0.424,0.428,190,11.4,11.8,10.5
173,0.396,0.394,0.399,220,9.26,10.1,9.4
189,0.368,0.367,0.372,255,6.71,7.93,7.73
205,0.343,0.343,0.347,295,4.2,5.49,5.76
221,0.32,0.32,0.324,342,2.1,3.21,3.78
237,0.298,0.298,0.303,396,0.69,1.44,2.07
253,0.278,0.279,0.284,459,0.0551,0.372,0.833
285,0.243,0.243,0.25,531,0,0,0.173
317,0.212,0.213,0.22,615,0,0,0
349,0.186,0.186,0.194,712,0,0,0
381,0.164,0.163,0.172,825,0,0,0
413,0.144,0.143,0.152,955,0,0,0
445,0.127,0.126,0.135,1.11E+03,0,0,0
477,0.112,0.11,0.12,1.28E+03,0,0,0
509,0.0992,0.098,0.108,1.48E+03,0,0,0
573,0.0775,0.0771,0.0868,1.72E+03,0,0,0
637,0.0615,0.0614,0.0697,1.99E+03,0,0,0
701,0.0491,0.0486,0.0564,2.30E+03,0,0,0
765,0.0396,0.0392,0.0461,2.67E+03,0,0,0
829,0.0327,0.0311,0.0385,3.09E+03,0,0,0
893,0.0275,0.0248,0.0322,3.58E+03,0,0,0
957,0.0235,0.0202,0.0274,4.15E+03,0,0,0
1.02E+03,0.0208,0.0167,0.0239,4.80E+03,0,0,0
1.15E+03,0.0169,0.0122,0.0179,5.56E+03,0,0,0
1.28E+03,0.0131,0.0101,0.0149,6.44E+03,0,0,0
1.40E+03,0.00948,0.0076,0.0129,7.46E+03,0,0,0
1.53E+03,0.0061,0.00575,0.0109,8.63E+03,0,0,0
1.66E+03,0.00532,0.0038,0.00838,,,,
1.79E+03,0.00495,0.00274,0.00758,,,,
1.92E+03,0.00457,0.00294,0.00835,,,,
2.04E+03,0.00402,0.00323,0.00728,,,,
2.30E+03,0.00409,0.00379,0.00678,,,,
2.56E+03,0.0043,0.00444,0.00616,,,,
2.81E+03,0.0035,0.00347,0.00512,,,,
3.07E+03,0.00358,0.00278,0.00275,,,,
3.32E+03,0.00423,0.00201,0.00273,,,,
3.58E+03,0.00406,0.00202,0.00477,,,,
3.84E+03,0.00404,0.00181,0.00541,,,,
4.09E+03,0.00345,0.00139,0.00507,,,,
4.60E+03,0.00321,0.0033,0.00513,,,,
5.12E+03,0.00325,0.00244,0.00395,,,,
5.63E+03,0.00371,0.00146,0.00424,,,,
6.14E+03,0.00466,0.00202,0.00474,,,,
6.65E+03,0.00284,0.00152,0.00514,,,,
7.16E+03,0.00302,0.00122,0.00452,,,,
7.68E+03,0.00348,0.00194,0.00493,,,,
8.19E+03,0.00307,0.00124,0.00456,,,,
9.21E+03,0.004,0.00154,0.00576,,,,
1.02E+04,0.00312,0.00197,0.00481,,,,
1.13E+04,0.00381,0.00169,0.00293,,,,
1.23E+04,0.00342,0.00287,0.00338,,,,
1.33E+04,0.00343,0.00297,0.00297,,,,
1.43E+04,0.00296,0.00144,0.00409,,,,
1.54E+04,0.0038,0.000921,0.00496,,,,
1.64E+04,0.00379,0.000664,0.00443,,,,
1.84E+04,0.00311,0.00127,0.00365,,,,
2.05E+04,0.00293,0.00311,0.00614,,,,
2.25E+04,0.00481,0.00178,0.00393,,,,
2.46E+04,0.00331,0.00162,0.00211,,,,
2.66E+04,0.00355,0.00156,0.00331,,,,
2.87E+04,0.00497,0.0017,0.00366,,,,
3.07E+04,0.00374,0.0011,0.00387,,,,
3.28E+04,0.00238,0.00019,0.00377,,,,
3.69E+04,0.00161,0.000221,0.00361,,,,
4.10E+04,0.00279,0.00089,0.00269,,,,
4.51E+04,0.00439,0.0014,0.0027,,,,
4.91E+04,0.00245,0.00153,0.0026,,,,
5.32E+04,0.0029,0.00148,0.0028,,,,
5.73E+04,0.00178,0.0022,0.00341,,,,
6.14E+04,0.00265,0.000923,0.00367,,,,
6.55E+04,0.00286,0.00118,0.00322,,,,
7.37E+04,0.00193,0.000178,0.00194,,,,
8.19E+04,0.00195,0.00084,0.00271,,,,
9.01E+04,0.00151,0.00114,0.00228,,,,
9.83E+04,0.00132,0.000661,0.00312,,,,
1.06E+05,0.00199,0.00173,0.0021,,,,
1.15E+05,0.00213,0.00146,0.00306,,,,
1.23E+05,0.0017,0.00268,0.00233,,,,
1.31E+05,0.00184,0.00177,0.00338,,,,
1.47E+05,0.00191,0.00202,0.00235,,,,
1.64E+05,0.00172,0.00105,0.00299,,,,
1.80E+05,0.0017,0.00128,0.00267,,,,
1.97E+05,0.00156,0.00207,0.0032,,,,
2.13E+05,0.00179,0.00142,0.00251,,,,
2.29E+05,0.00232,0.00104,0.00214,,,,
2.46E+05,0.00257,0.00179,0.00202,,,,
2.62E+05,0.00185,0.00157,0.00199,,,,
2.95E+05,0.00232,0.00109,0.00182,,,,
3.28E+05,0.00231,0.00144,0.00224,,,,
3.60E+05,0.00156,0.00112,0.00249,,,,
3.93E+05,0.00152,0.00115,0.00266,,,,
4.26E+05,0.00124,0.00151,0.00235,,,,
4.59E+05,0.00257,0.00134,0.0021,,,,
4.92E+05,0.00132,0.00121,0.00139,,,,
5.24E+05,0.00214,0.00126,0.00171,,,,
5.90E+05,0.00178,0.0015,0.00161,,,,
6.55E+05,0.000945,0.00186,0.00136,,,,
7.21E+05,0.00133,0.0014,0.00107,,,,
7.86E+05,0.00218,0.000943,0.00129,,,,
8.52E+05,0.00104,0.00122,0.000968,,,,
9.18E+05,0.00206,0.00125,0.00106,,,,
9.83E+05,0.00348,0.000967,0.00128,,,,
1.05E+06,0.00645,0.000488,0.000454,,,,
1.18E+06,0.00376,0.00072,0.000268,,,,
1.31E+06,0.00135,0.000631,6.28E-05,,,,
1.44E+06,0.0059,0.000543,0.000137,,,,
1.57E+06,0.00175,0.000531,0.000185,,,,
1.70E+06,0.00415,0.000284,7.60E-05,,,,
1.84E+06,0.00521,0.000645,0.000116,,,,
1.97E+06,0.0082,0.000344,0.000256,,,,
2.10E+06,0.000472,0.000177,0.00669,,,,
2.36E+06,0.00135,0,0.0121,,,,
2.62E+06,0.00766,0.000212,0.0128,,,,
2.88E+06,0.00918,2.47E-05,0.0126,,,,
3.15E+06,0.0133,0,0.0123,,,,
3.41E+06,0.0123,0.000261,0.0116,,,,
3.67E+06,0.0121,0.000159,0.011,,,,
3.93E+06,0.0125,0,0.0121,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
