X Lag Time,Record 1: EVs_3e10_000rpm_00-00min_NA_No1_230901 1,Record 2: EVs_3e10_000rpm_00-00min_NA_No1_230901 2,Record 3: EVs_3e10_000rpm_00-00min_NA_No1_230901 3,X Intensity,Record 1: EVs_3e10_000rpm_00-00min_NA_No1_230901 1,Record 2: EVs_3e10_000rpm_00-00min_NA_No1_230901 2,Record 3: EVs_3e10_000rpm_00-00min_NA_No1_230901 3
52.5,0.717,0.712,0.706,32.7,0.0898,0.318,0
56.5,0.704,0.699,0.692,37.8,0.214,0.605,0
60.5,0.691,0.686,0.679,43.8,0.573,1.04,0
68.5,0.666,0.661,0.653,50.7,1.26,1.67,0.262
76.5,0.642,0.637,0.629,58.8,2.33,2.57,1.2
84.5,0.619,0.614,0.606,68.1,3.75,3.74,2.89
92.5,0.597,0.592,0.584,78.8,5.44,5.17,5.14
101,0.577,0.571,0.563,91.3,7.21,6.74,7.61
109,0.557,0.55,0.542,106,8.86,8.3,9.88
117,0.537,0.531,0.522,122,10.1,9.62,11.6
125,0.519,0.513,0.504,142,10.9,10.5,12.4
141,0.485,0.478,0.469,164,10.9,10.7,12.2
157,0.453,0.446,0.436,190,10.2,10.2,11
173,0.424,0.417,0.407,220,8.83,9.06,9.16
189,0.396,0.39,0.379,255,6.99,7.33,6.84
205,0.372,0.365,0.354,295,4.96,5.29,4.48
221,0.348,0.342,0.331,342,3.01,3.26,2.42
237,0.327,0.321,0.31,396,1.43,1.57,0.953
253,0.308,0.302,0.29,459,0.416,0.461,0.183
285,0.272,0.267,0.255,531,0,0,0
317,0.242,0.237,0.224,615,0,0,0
349,0.215,0.21,0.198,712,0,0,0
381,0.193,0.188,0.175,825,0,0,0
413,0.173,0.168,0.156,955,0,0,0
445,0.156,0.152,0.138,1.11E+03,0,0,0
477,0.14,0.137,0.123,1.28E+03,0,0,0
509,0.127,0.125,0.11,1.48E+03,0,0,0
573,0.105,0.103,0.0873,1.72E+03,0,0,0
637,0.0884,0.0854,0.071,1.99E+03,0,0,0
701,0.0745,0.0712,0.0582,2.30E+03,0,0,0
765,0.0641,0.0601,0.048,2.67E+03,0,0,0
829,0.0554,0.0514,0.0406,3.09E+03,0,0,0
893,0.0481,0.0441,0.0348,3.58E+03,0,0,0.0913
957,0.0415,0.0378,0.0298,4.15E+03,0.217,0.11,0.305
1.02E+03,0.0366,0.0328,0.0264,4.80E+03,0.682,0.49,0.593
1.15E+03,0.0284,0.0253,0.0202,5.56E+03,1.26,1.05,0.863
1.28E+03,0.023,0.0218,0.0159,6.44E+03,0,0,0
1.40E+03,0.0202,0.0186,0.013,7.46E+03,0,0,0
1.53E+03,0.0166,0.0162,0.0106,8.63E+03,0,0,0
1.66E+03,0.0158,0.0137,0.00757,,,,
1.79E+03,0.0169,0.0128,0.00648,,,,
1.92E+03,0.0173,0.0117,0.00483,,,,
2.04E+03,0.0172,0.0118,0.0043,,,,
2.30E+03,0.016,0.0109,0.00417,,,,
2.56E+03,0.0134,0.0103,0.00394,,,,
2.81E+03,0.0119,0.0106,0.00327,,,,
3.07E+03,0.0101,0.0107,0.00324,,,,
3.32E+03,0.00942,0.00958,0.004,,,,
3.58E+03,0.00909,0.0099,0.00356,,,,
3.84E+03,0.0101,0.00814,0.00413,,,,
4.09E+03,0.00952,0.00792,0.00515,,,,
4.60E+03,0.0102,0.00747,0.00702,,,,
5.12E+03,0.0101,0.00781,0.0073,,,,
5.63E+03,0.0106,0.00791,0.00587,,,,
6.14E+03,0.0101,0.009,0.00489,,,,
6.65E+03,0.00808,0.00785,0.00384,,,,
7.16E+03,0.00822,0.00812,0.00405,,,,
7.68E+03,0.00958,0.00725,0.00506,,,,
8.19E+03,0.0101,0.00613,0.00473,,,,
9.21E+03,0.00875,0.00888,0.00297,,,,
1.02E+04,0.0103,0.0068,0.00289,,,,
1.13E+04,0.00992,0.0068,0.00116,,,,
1.23E+04,0.0114,0.00785,0.00328,,,,
1.33E+04,0.0101,0.0062,0.0042,,,,
1.43E+04,0.00887,0.00683,0.00346,,,,
1.54E+04,0.00885,0.006,0.00356,,,,
1.64E+04,0.0106,0.00524,0.00157,,,,
1.84E+04,0.0101,0.00705,0.00326,,,,
2.05E+04,0.0109,0.00625,0.00313,,,,
2.25E+04,0.0094,0.007,0.00296,,,,
2.46E+04,0.00834,0.00695,0.00514,,,,
2.66E+04,0.00991,0.00591,0.00466,,,,
2.87E+04,0.00921,0.00758,0.00455,,,,
3.07E+04,0.00879,0.00669,0.00263,,,,
3.28E+04,0.00899,0.00803,0.00289,,,,
3.69E+04,0.00833,0.0068,0.00223,,,,
4.10E+04,0.00916,0.00588,0.00247,,,,
4.51E+04,0.00834,0.00542,0.00217,,,,
4.91E+04,0.00831,0.00503,0.00214,,,,
5.32E+04,0.00852,0.00599,0.00245,,,,
5.73E+04,0.00802,0.00616,0.00269,,,,
6.14E+04,0.00821,0.00594,0.0037,,,,
6.55E+04,0.00694,0.007,0.00302,,,,
7.37E+04,0.00744,0.006,0.00295,,,,
8.19E+04,0.00748,0.00508,0.00296,,,,
9.01E+04,0.00867,0.00608,0.0032,,,,
9.83E+04,0.0067,0.00575,0.0021,,,,
1.06E+05,0.00711,0.00454,0.00282,,,,
1.15E+05,0.00554,0.00554,0.0027,,,,
1.23E+05,0.00722,0.00414,0.0019,,,,
1.31E+05,0.0069,0.00387,0.00254,,,,
1.47E+05,0.00586,0.00423,0.00286,,,,
1.64E+05,0.00625,0.00346,0.00228,,,,
1.80E+05,0.00611,0.00346,0.00216,,,,
1.97E+05,0.00581,0.00402,0.00196,,,,
2.13E+05,0.00564,0.003,0.00206,,,,
2.29E+05,0.00554,0.00336,0.00191,,,,
2.46E+05,0.00378,0.003,0.00209,,,,
2.62E+05,0.00467,0.00245,0.0022,,,,
2.95E+05,0.00381,0.00345,0.00199,,,,
3.28E+05,0.00405,0.00287,0.00218,,,,
3.60E+05,0.0037,0.00431,0.00184,,,,
3.93E+05,0.00233,0.00375,0.00168,,,,
4.26E+05,0.00213,0.00396,0.000974,,,,
4.59E+05,0.00178,0.00435,0.00098,,,,
4.92E+05,0.00151,0.00466,0.00107,,,,
5.24E+05,0.00163,0.00274,0.000922,,,,
5.90E+05,0.00103,0.00368,0.000898,,,,
6.55E+05,0.000896,0.00277,0.000974,,,,
7.21E+05,0.000517,0.0033,0.000488,,,,
7.86E+05,0.00065,0.00236,0.00082,,,,
8.52E+05,0.00013,0.00209,0.00057,,,,
9.18E+05,0.000168,0.0017,0.000898,,,,
9.83E+05,0.000603,0.00123,0.000766,,,,
1.05E+06,0.000591,0.000591,0.00049,,,,
1.18E+06,0.000403,0.000744,0.00024,,,,
1.31E+06,0.000273,0.000646,0.000342,,,,
1.44E+06,0,0.000337,0.00022,,,,
1.57E+06,0.000173,0.000648,0.000177,,,,
1.70E+06,0.00134,0.000999,2.87E-05,,,,
1.84E+06,0.000978,0.00134,0.00022,,,,
1.97E+06,0.00111,0.00279,0.000442,,,,
2.10E+06,0.00138,0.00282,0.00152,,,,
2.36E+06,0.00311,0.0029,0.00176,,,,
2.62E+06,0.00389,0.00466,0.00341,,,,
2.88E+06,0.00248,0.00522,0.00383,,,,
3.15E+06,0.00175,0.0037,0.00243,,,,
3.41E+06,0.000698,0.0028,0.00251,,,,
3.67E+06,0.000854,0.0022,0.00279,,,,
3.93E+06,0.000856,0.00434,0.00246,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
