X Lag Time,Record 1: JJ1_01mg_PS8_050ug_000rpm_00-00min_NA_No1_230620 1,Record 2: JJ1_01mg_PS8_050ug_000rpm_00-00min_NA_No1_230620 2,Record 3: JJ1_01mg_PS8_050ug_000rpm_00-00min_NA_No1_230620 3,X Intensity,Record 1: JJ1_01mg_PS8_050ug_000rpm_00-00min_NA_No1_230620 1,Record 2: JJ1_01mg_PS8_050ug_000rpm_00-00min_NA_No1_230620 2,Record 3: JJ1_01mg_PS8_050ug_000rpm_00-00min_NA_No1_230620 3
60.5,0.0438,0.0473,0.0511,43.8,0,0,0.00501
68.5,0.0313,0.0346,0.0373,50.7,0,0,0
76.5,0.0236,0.0249,0.0272,58.8,0,0,0
84.5,0.0179,0.0193,0.0195,68.1,0,0,0
92.5,0.0131,0.0144,0.0151,78.8,0,0,0
101,0.0102,0.0115,0.0112,91.3,0,0,0
109,0.00869,0.00888,0.00841,106,0,0,0
117,0.00599,0.00742,0.00813,122,0,0,0
125,0.00455,0.0057,0.00595,142,0,0,0
141,0.00265,0.0037,0.00485,164,0,0,0
157,0.00277,0.00213,0.00368,190,0,0,0
173,0.00212,0.000598,0.00282,220,0,0,0
189,0.00181,0.000151,0.00277,255,0,0,0
205,0.00112,0.000214,0.00206,295,0,0,0
221,0.00109,0.000167,0.00255,342,0,0,0
237,0.000708,0.000397,0.00226,396,0,0,0
253,0.000636,0.000499,0.00238,459,0,0,0
285,0.000435,0.00106,0.00119,531,0,0,0
317,0.000326,0.0014,0.000986,615,0,0,0
349,0.000605,0.00176,0.000323,712,0,0,0
381,0.000388,0.00128,0,825,0,0,0
413,0.00047,0.000142,0.00057,955,0,0,0
445,0.000391,0.000287,0.000992,1.11E+03,0,0,0
477,0.000632,0.000798,0.00129,1.28E+03,0,0,0
509,0.000658,0.000708,0.00128,1.48E+03,0,0,0
573,0.000472,0.00099,0.000372,1.72E+03,0,0,0
637,0.000374,0.000714,0.000292,1.99E+03,0,0,0
701,0.00023,0.000859,0.00065,2.30E+03,0,0,0
765,0.000358,0.000893,0.00102,2.67E+03,0,0,0
829,0.000725,0.000156,0.000173,3.09E+03,0,0,0
893,0.000388,0.00144,0.00023,3.58E+03,0,0,0
957,0.00131,0.0013,0.00102,4.15E+03,0,0,0
1.02E+03,0.00136,0.00101,0.00105,4.80E+03,0,0,0
1.15E+03,0.000174,0.000445,0.000339,5.56E+03,0,0,0
1.28E+03,0.000982,0.000468,0.000336,6.44E+03,0,0,0
1.40E+03,0.000267,0.000457,0.000676,7.46E+03,0,0,0
1.53E+03,0,0.00119,0.00103,8.63E+03,0,0,0
1.66E+03,0.000385,0.000149,0.000492,,,,
1.79E+03,2.49E-05,0.000283,0.000663,,,,
1.92E+03,0.000112,0.00108,0.000686,,,,
2.04E+03,3.13E-05,0.000516,0.000222,,,,
2.30E+03,0.000458,0.000827,0.00018,,,,
2.56E+03,0.000326,0.000658,0.000183,,,,
2.81E+03,0.000414,5.19E-06,0.000535,,,,
3.07E+03,0.000386,0.00026,0.00101,,,,
3.32E+03,0.000409,0.000532,0.000952,,,,
3.58E+03,0.000348,0.000401,0.000501,,,,
3.84E+03,0.000277,0,0.000344,,,,
4.09E+03,0.000201,6.46E-06,0.000607,,,,
4.60E+03,0.000366,0.000472,0.000621,,,,
5.12E+03,5.57E-06,0.000303,0.000326,,,,
5.63E+03,7.65E-05,0.000226,0.000128,,,,
6.14E+03,0.000495,6.48E-05,0.000383,,,,
6.65E+03,0.000606,0.000681,0.000345,,,,
7.16E+03,0.000917,0.000501,5.82E-05,,,,
7.68E+03,0.0001,0.000497,0.000391,,,,
8.19E+03,0.00019,0.000371,0.00014,,,,
9.21E+03,2.23E-05,6.67E-05,0.000233,,,,
1.02E+04,0.000213,0.000112,0.000197,,,,
1.13E+04,9.80E-05,0.000366,0.000258,,,,
1.23E+04,0.000208,0.00012,0.000303,,,,
1.33E+04,0.000147,0.000255,0.000174,,,,
1.43E+04,0.000129,0.000125,0.000776,,,,
1.54E+04,1.35E-05,0.000257,0.000453,,,,
1.64E+04,0.000143,0.000345,0.000438,,,,
1.84E+04,0.000337,0.000494,0.000263,,,,
2.05E+04,0.000122,0.00016,0.000138,,,,
2.25E+04,0.000143,0.000314,9.17E-05,,,,
2.46E+04,0.000186,0.00014,6.38E-05,,,,
2.66E+04,0.000151,8.96E-05,0.000126,,,,
2.87E+04,0.000227,0.0004,0.000111,,,,
3.07E+04,0.000333,0.000129,0.000134,,,,
3.28E+04,0.000143,0.000225,0.000114,,,,
3.69E+04,5.56E-05,5.68E-05,0.000223,,,,
4.10E+04,8.44E-05,0.000115,3.41E-05,,,,
4.51E+04,0.000167,0.000187,0.000349,,,,
4.91E+04,0.000202,6.07E-05,1.48E-05,,,,
5.32E+04,3.36E-05,0.000135,7.40E-05,,,,
5.73E+04,9.51E-05,0.000246,0.000121,,,,
6.14E+04,0.000122,0.000168,2.92E-05,,,,
6.55E+04,0.000316,9.17E-05,5.08E-05,,,,
7.37E+04,0.000129,0.000134,6.15E-05,,,,
8.19E+04,0.000127,8.41E-05,0.000163,,,,
9.01E+04,0.000227,4.95E-05,0.000176,,,,
9.83E+04,0.000254,7.46E-05,0.000222,,,,
1.06E+05,6.18E-05,6.75E-05,0.000253,,,,
1.15E+05,0.000242,4.54E-05,1.63E-05,,,,
1.23E+05,8.22E-05,2.96E-05,0.000103,,,,
1.31E+05,0.000166,7.47E-05,0.000141,,,,
1.47E+05,0.00013,0.000164,6.84E-05,,,,
1.64E+05,7.09E-05,2.53E-05,6.98E-05,,,,
1.80E+05,3.46E-06,0.000273,0.000164,,,,
1.97E+05,9.26E-05,0.000135,8.58E-05,,,,
2.13E+05,6.97E-05,0.000175,8.38E-05,,,,
2.29E+05,4.51E-05,6.09E-05,0.000225,,,,
2.46E+05,9.91E-06,5.01E-05,4.42E-05,,,,
2.62E+05,0.000191,0.000307,0.000171,,,,
2.95E+05,0.000163,0.000105,0.000134,,,,
3.28E+05,4.54E-05,0.00015,0.000148,,,,
3.60E+05,0.000174,0.000302,0.000164,,,,
3.93E+05,0.000349,0.000536,0.00016,,,,
4.26E+05,0.000253,0.000343,0.000187,,,,
4.59E+05,0.000354,0.000159,0.000165,,,,
4.92E+05,0.000291,0.000261,0.000132,,,,
5.24E+05,0.000228,0.00044,0,,,,
5.90E+05,0.000109,0.000412,0.000112,,,,
6.55E+05,6.52E-05,0.000268,0.000357,,,,
7.21E+05,4.12E-06,0.000368,0.000126,,,,
7.86E+05,6.23E-05,0.000248,6.25E-05,,,,
8.52E+05,7.81E-05,0.00015,0,,,,
9.18E+05,5.66E-05,0.000223,6.96E-05,,,,
9.83E+05,7.31E-05,0.000152,0.000191,,,,
1.05E+06,0.000495,0.000536,0.000339,,,,
1.18E+06,0.000737,0.000252,9.99E-05,,,,
1.31E+06,0.000584,0.000345,2.79E-05,,,,
1.44E+06,0.000692,0.000558,0.000149,,,,
1.57E+06,0.000758,0.000231,5.88E-05,,,,
1.70E+06,0.000359,0.00022,0.000107,,,,
1.84E+06,0.000224,0.00085,0.000251,,,,
1.97E+06,0.000347,0.000548,6.05E-05,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
