X Lag Time,Record 1: EVs_3e10_300rpm_00-30min_ST_No1_230911 1,Record 2: EVs_3e10_300rpm_00-30min_ST_No1_230911 2,Record 3: EVs_3e10_300rpm_00-30min_ST_No1_230911 3,X Intensity,Record 1: EVs_3e10_300rpm_00-30min_ST_No1_230911 1,Record 2: EVs_3e10_300rpm_00-30min_ST_No1_230911 2,Record 3: EVs_3e10_300rpm_00-30min_ST_No1_230911 3
1.02E+03,0.0371,0.0379,0.0245,4.80E+03,0.567,0.583,0.337
1.15E+03,0.0291,0.0295,0.0185,5.56E+03,1.08,0.784,0.496
1.28E+03,0.0245,0.022,0.0161,6.44E+03,0,0,0
1.40E+03,0.0207,0.0165,0.0135,7.46E+03,0,0,0
1.53E+03,0.0174,0.0136,0.0121,8.63E+03,0,0,0
1.66E+03,0.0143,0.0117,0.011,,,,
1.79E+03,0.0124,0.0103,0.00975,,,,
1.92E+03,0.0114,0.00929,0.00914,,,,
2.04E+03,0.0105,0.00833,0.00963,,,,
2.30E+03,0.0102,0.00823,0.00917,,,,
2.56E+03,0.0115,0.00641,0.00782,,,,
2.81E+03,0.0109,0.00368,0.006,,,,
3.07E+03,0.0105,0.00405,0.00539,,,,
3.32E+03,0.0107,0.00446,0.00468,,,,
3.58E+03,0.00996,0.00395,0.00417,,,,
3.84E+03,0.00891,0.0043,0.00402,,,,
4.09E+03,0.00759,0.00444,0.00357,,,,
4.60E+03,0.00784,0.00387,0.00414,,,,
5.12E+03,0.00654,0.00268,0.00377,,,,
5.63E+03,0.00807,0.00296,0.00343,,,,
6.14E+03,0.00585,0.00429,0.0052,,,,
6.65E+03,0.00695,0.00467,0.00501,,,,
7.16E+03,0.00704,0.00371,0.00496,,,,
7.68E+03,0.00701,0.00449,0.00461,,,,
8.19E+03,0.00644,0.00436,0.00361,,,,
9.21E+03,0.00626,0.00547,0.00363,,,,
1.02E+04,0.00854,0.00523,0.00422,,,,
1.13E+04,0.00795,0.00374,0.00362,,,,
1.23E+04,0.00732,0.0027,0.00264,,,,
1.33E+04,0.00963,0.0025,0.00455,,,,
1.43E+04,0.00637,0.00389,0.00244,,,,
1.54E+04,0.00572,0.00399,0.00211,,,,
1.64E+04,0.00735,0.00238,0.00228,,,,
1.84E+04,0.00646,0.00365,0.00385,,,,
2.05E+04,0.00644,0.00303,0.00337,,,,
2.25E+04,0.00868,0.00431,0.00308,,,,
2.46E+04,0.00746,0.00438,0.00221,,,,
2.66E+04,0.00722,0.00274,0.00333,,,,
2.87E+04,0.00692,0.00407,0.00284,,,,
3.07E+04,0.00634,0.00484,0.00234,,,,
3.28E+04,0.00662,0.00422,0.00444,,,,
3.69E+04,0.00468,0.00386,0.00337,,,,
4.10E+04,0.00658,0.00446,0.00355,,,,
4.51E+04,0.00598,0.00267,0.00471,,,,
4.91E+04,0.0065,0.00321,0.00245,,,,
5.32E+04,0.0053,0.00307,0.00333,,,,
5.73E+04,0.00498,0.00291,0.00413,,,,
6.14E+04,0.00628,0.00266,0.00431,,,,
6.55E+04,0.00668,0.00337,0.00367,,,,
7.37E+04,0.00571,0.00369,0.00365,,,,
8.19E+04,0.00504,0.00237,0.00401,,,,
9.01E+04,0.00608,0.00205,0.00456,,,,
9.83E+04,0.00518,0.00356,0.00336,,,,
1.06E+05,0.00454,0.00321,0.00328,,,,
1.15E+05,0.00493,0.00255,0.00234,,,,
1.23E+05,0.00485,0.00356,0.00329,,,,
1.31E+05,0.00385,0.00258,0.00281,,,,
1.47E+05,0.00437,0.00225,0.00254,,,,
1.64E+05,0.00493,0.0031,0.0021,,,,
1.80E+05,0.00419,0.00234,0.00291,,,,
1.97E+05,0.0038,0.00119,0.0023,,,,
2.13E+05,0.00352,0.00166,0.00274,,,,
2.29E+05,0.00311,0.00104,0.00275,,,,
2.46E+05,0.00334,0.00143,0.00277,,,,
2.62E+05,0.00285,0.00126,0.00229,,,,
2.95E+05,0.00257,0.000969,0.00224,,,,
3.28E+05,0.00284,0.000924,0.00221,,,,
3.60E+05,0.0035,0.00161,0.00242,,,,
3.93E+05,0.0034,0.000801,0.00215,,,,
4.26E+05,0.00327,0.00168,0.00155,,,,
4.59E+05,0.00265,0.000583,0.0015,,,,
4.92E+05,0.00254,0.0011,0.00139,,,,
5.24E+05,0.00284,0.00163,0.00182,,,,
5.90E+05,0.00228,0.00183,0.00186,,,,
6.55E+05,0.00286,0.00181,0.00188,,,,
7.21E+05,0.00378,0.00165,0.00155,,,,
7.86E+05,0.00336,0.00164,0.00148,,,,
8.52E+05,0.00372,0.00164,0.00121,,,,
9.18E+05,0.00237,0.00166,0.00108,,,,
9.83E+05,0.00377,0.00199,0.00144,,,,
1.05E+06,0.00401,0.0017,0.000878,,,,
1.18E+06,0.00377,0.0016,0.00129,,,,
1.31E+06,0.00178,0.00152,0.00114,,,,
1.44E+06,0.00312,0.000937,0.00163,,,,
1.57E+06,0.00238,0.000675,0.00138,,,,
1.70E+06,0.00269,0.00161,0.00105,,,,
1.84E+06,0.0027,0.00116,0.00161,,,,
1.97E+06,0.00294,0.00154,0.00139,,,,
2.10E+06,0.00368,0.000544,0.000229,,,,
2.36E+06,0.00272,0.00114,0.00059,,,,
2.62E+06,0.00162,0.00212,0.00101,,,,
2.88E+06,0.00124,0.00228,3.23E-05,,,,
3.15E+06,0.00197,0.00333,0.000112,,,,
3.41E+06,0.00262,0.0012,0.000114,,,,
3.67E+06,0.00269,0.00277,0.000376,,,,
3.93E+06,0.00203,0.00225,0.00032,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
