X Lag Time,Record 1: EVs_3e10_000rpm_00-00min_NA_No1_230829 1,Record 2: EVs_3e10_000rpm_00-00min_NA_No1_230829 2,Record 3: EVs_3e10_000rpm_00-00min_NA_No1_230829 3,X Intensity,Record 1: EVs_3e10_000rpm_00-00min_NA_No1_230829 1,Record 2: EVs_3e10_000rpm_00-00min_NA_No1_230829 2,Record 3: EVs_3e10_000rpm_00-00min_NA_No1_230829 3
109,0.548,0.57,0.558,106,8.37,11.1,12.5
117,0.529,0.551,0.539,122,10.1,13.3,14.6
125,0.51,0.533,0.522,142,11.3,14.2,15
141,0.475,0.499,0.488,164,11.6,13.7,13.8
157,0.444,0.469,0.458,190,10.9,11.8,11.2
173,0.414,0.44,0.429,220,9.47,8.85,7.78
189,0.388,0.413,0.403,255,7.44,5.6,4.37
205,0.363,0.389,0.38,295,5.16,2.72,1.7
221,0.341,0.367,0.357,342,3.02,0.783,0.268
237,0.32,0.346,0.337,396,1.35,0,0
253,0.3,0.327,0.318,459,0.348,0,0
285,0.265,0.291,0.283,531,0,0,0
317,0.235,0.26,0.253,615,0,0,0
349,0.209,0.233,0.227,712,0,0,0
381,0.186,0.211,0.205,825,0,0,0
413,0.167,0.191,0.185,955,0,0,0
445,0.15,0.173,0.168,1.11E+03,0,0,0
477,0.134,0.158,0.153,1.28E+03,0,0,0
509,0.121,0.145,0.14,1.48E+03,0,0,0
573,0.0991,0.122,0.119,1.72E+03,0,0,0
637,0.0819,0.105,0.102,1.99E+03,0,0,0
701,0.068,0.0911,0.0879,2.30E+03,0,0,0
765,0.0568,0.0801,0.0777,2.67E+03,0,0,0
829,0.0481,0.0711,0.0694,3.09E+03,0,0,0
893,0.0418,0.0629,0.0627,3.58E+03,0.061,0,0
957,0.037,0.0561,0.0572,4.15E+03,0.283,0,0
1.02E+03,0.0332,0.0513,0.0526,4.80E+03,0.634,0.417,0
1.15E+03,0.0265,0.0432,0.0456,5.56E+03,1,1.5,0
1.28E+03,0.0221,0.0376,0.04,6.44E+03,0,0,0
1.40E+03,0.0199,0.034,0.0363,7.46E+03,0,0,0
1.53E+03,0.0186,0.0319,0.0342,8.63E+03,0,0,0
1.66E+03,0.0171,0.0307,0.0323,,,,
1.79E+03,0.0155,0.0302,0.0308,,,,
1.92E+03,0.0138,0.0281,0.03,,,,
2.04E+03,0.0112,0.0269,0.0288,,,,
2.30E+03,0.00888,0.0272,0.0261,,,,
2.56E+03,0.00912,0.0257,0.0246,,,,
2.81E+03,0.0083,0.0251,0.0233,,,,
3.07E+03,0.00738,0.0244,0.0224,,,,
3.32E+03,0.00724,0.0223,0.0197,,,,
3.58E+03,0.00666,0.0214,0.019,,,,
3.84E+03,0.00605,0.0219,0.0187,,,,
4.09E+03,0.00705,0.0209,0.0193,,,,
4.60E+03,0.0107,0.0191,0.0193,,,,
5.12E+03,0.00879,0.0185,0.02,,,,
5.63E+03,0.00937,0.0199,0.0207,,,,
6.14E+03,0.00955,0.0191,0.0206,,,,
6.65E+03,0.00773,0.0183,0.0194,,,,
7.16E+03,0.00816,0.0185,0.0161,,,,
7.68E+03,0.00873,0.0183,0.0184,,,,
8.19E+03,0.00846,0.0189,0.0201,,,,
9.21E+03,0.00847,0.0183,0.021,,,,
1.02E+04,0.0067,0.0161,0.0191,,,,
1.13E+04,0.00691,0.0176,0.0175,,,,
1.23E+04,0.00691,0.0157,0.0178,,,,
1.33E+04,0.00822,0.017,0.0181,,,,
1.43E+04,0.00722,0.0179,0.0193,,,,
1.54E+04,0.00786,0.019,0.0177,,,,
1.64E+04,0.00835,0.0173,0.0184,,,,
1.84E+04,0.00765,0.0176,0.0174,,,,
2.05E+04,0.00651,0.016,0.0161,,,,
2.25E+04,0.00669,0.0178,0.017,,,,
2.46E+04,0.00626,0.0171,0.0164,,,,
2.66E+04,0.0075,0.0152,0.0135,,,,
2.87E+04,0.00766,0.0151,0.0151,,,,
3.07E+04,0.00727,0.0169,0.0137,,,,
3.28E+04,0.00738,0.0175,0.0149,,,,
3.69E+04,0.00737,0.0166,0.0155,,,,
4.10E+04,0.00486,0.0147,0.0131,,,,
4.51E+04,0.00539,0.0146,0.0128,,,,
4.91E+04,0.00795,0.0139,0.0153,,,,
5.32E+04,0.00529,0.0157,0.015,,,,
5.73E+04,0.00633,0.0148,0.0141,,,,
6.14E+04,0.00612,0.0151,0.0126,,,,
6.55E+04,0.00659,0.0132,0.0124,,,,
7.37E+04,0.00589,0.014,0.0103,,,,
8.19E+04,0.00634,0.0147,0.0105,,,,
9.01E+04,0.00595,0.0133,0.00846,,,,
9.83E+04,0.00543,0.0131,0.00934,,,,
1.06E+05,0.00615,0.0118,0.0107,,,,
1.15E+05,0.00552,0.0118,0.00975,,,,
1.23E+05,0.00504,0.0123,0.00962,,,,
1.31E+05,0.00556,0.011,0.00951,,,,
1.47E+05,0.00565,0.0102,0.00749,,,,
1.64E+05,0.00654,0.0106,0.00762,,,,
1.80E+05,0.00598,0.0104,0.00803,,,,
1.97E+05,0.00602,0.00996,0.00928,,,,
2.13E+05,0.00506,0.00844,0.00883,,,,
2.29E+05,0.00462,0.0076,0.00847,,,,
2.46E+05,0.00391,0.00773,0.00908,,,,
2.62E+05,0.00543,0.00695,0.008,,,,
2.95E+05,0.00526,0.00598,0.00644,,,,
3.28E+05,0.00578,0.0061,0.0044,,,,
3.60E+05,0.00561,0.00484,0.00441,,,,
3.93E+05,0.0048,0.00467,0.0032,,,,
4.26E+05,0.00508,0.00396,0.00222,,,,
4.59E+05,0.00584,0.00326,0.00177,,,,
4.92E+05,0.00464,0.00198,0.00175,,,,
5.24E+05,0.00351,0.00277,0.000476,,,,
5.90E+05,0.00327,0.00293,0.00025,,,,
6.55E+05,0.00288,0.00233,0.000496,,,,
7.21E+05,0.00348,0.00203,0.000466,,,,
7.86E+05,0.00323,0.00272,0.000486,,,,
8.52E+05,0.00349,0.00321,0.00053,,,,
9.18E+05,0.00335,0.00483,0.000871,,,,
9.83E+05,0.00343,0.00542,0.000505,,,,
1.05E+06,0.00331,0.00418,0.000634,,,,
1.18E+06,0.00393,0.00619,0.000261,,,,
1.31E+06,0.00421,0.005,0.00019,,,,
1.44E+06,0.00447,0.0035,0.00217,,,,
1.57E+06,0.00578,0.00355,0.00133,,,,
1.70E+06,0.00664,0.00282,0.00277,,,,
1.84E+06,0.00637,0.00301,0.00251,,,,
1.97E+06,0.00647,0.0024,0.00208,,,,
2.10E+06,0.00543,0.000121,0.00297,,,,
2.36E+06,0.0079,0.000344,0.00329,,,,
2.62E+06,0.0102,0.000266,0.00275,,,,
2.88E+06,0.0131,0.000293,0.00174,,,,
3.15E+06,0.0165,0.000601,0.000201,,,,
3.41E+06,0.0187,0.001,0.000441,,,,
3.67E+06,0.0211,0.00134,0.000626,,,,
3.93E+06,0.0221,0.00235,0.00063,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
