X Lag Time,Record 13: F10 1,Record 14: F10 2,Record 15: F10 3,X Intensity,Record 13: F10 1,Record 14: F10 2,Record 15: F10 3
117,0.58,0.563,0.574,122,0,0.0537,0
125,0.573,0.556,0.567,142,0,0.712,0.131
141,0.559,0.542,0.553,164,0,1.9,0.8
157,0.547,0.529,0.539,190,0,3.3,2
173,0.536,0.517,0.527,220,0.579,4.62,3.53
189,0.525,0.506,0.515,255,2.24,5.65,5.13
205,0.515,0.495,0.504,295,4.83,6.34,6.58
221,0.505,0.485,0.494,342,7.81,6.72,7.69
237,0.495,0.474,0.483,396,10.5,6.86,8.37
253,0.486,0.465,0.473,459,12.2,6.83,8.58
285,0.468,0.446,0.455,531,12.7,6.67,8.34
317,0.45,0.429,0.437,615,11.7,6.39,7.7
349,0.434,0.412,0.42,712,9.57,5.96,6.75
381,0.419,0.396,0.403,825,6.75,5.35,5.59
413,0.404,0.381,0.388,955,3.9,4.57,4.34
445,0.39,0.366,0.373,1.11E+03,1.62,3.64,3.1
477,0.377,0.353,0.359,1.28E+03,0.326,2.64,1.98
509,0.364,0.34,0.346,1.48E+03,0,1.67,1.08
573,0.341,0.316,0.321,1.72E+03,0,0.845,0.452
637,0.32,0.295,0.298,1.99E+03,0,0.272,0.109
701,0.299,0.275,0.277,2.30E+03,0,0,0
765,0.281,0.257,0.259,2.67E+03,0,0,0
829,0.264,0.241,0.241,3.09E+03,0,0.199,0.113
893,0.248,0.226,0.225,3.58E+03,0,0.664,0.435
957,0.233,0.212,0.211,4.15E+03,0.129,1.35,0.965
1.02E+03,0.22,0.2,0.199,4.80E+03,0.89,2.11,1.61
1.15E+03,0.195,0.178,0.175,5.56E+03,2.15,2.75,2.21
1.28E+03,0.174,0.159,0.155,6.44E+03,0,0,0
1.40E+03,0.156,0.143,0.138,7.46E+03,0,0,0
1.53E+03,0.141,0.13,0.123,8.63E+03,0,0,0
1.66E+03,0.127,0.118,0.111,,,,
1.79E+03,0.116,0.108,0.0998,,,,
1.92E+03,0.105,0.0986,0.0906,,,,
2.04E+03,0.096,0.0917,0.0827,,,,
2.30E+03,0.0809,0.0793,0.0694,,,,
2.56E+03,0.0694,0.0689,0.0588,,,,
2.81E+03,0.0611,0.06,0.0506,,,,
3.07E+03,0.0546,0.0527,0.0442,,,,
3.32E+03,0.0484,0.0464,0.0388,,,,
3.58E+03,0.0437,0.0406,0.0344,,,,
3.84E+03,0.0391,0.036,0.0315,,,,
4.09E+03,0.0366,0.0341,0.0299,,,,
4.60E+03,0.0316,0.0315,0.0246,,,,
5.12E+03,0.0285,0.029,0.0193,,,,
5.63E+03,0.0257,0.0245,0.0151,,,,
6.14E+03,0.0212,0.0221,0.0124,,,,
6.65E+03,0.0175,0.0213,0.0108,,,,
7.16E+03,0.0166,0.0206,0.00938,,,,
7.68E+03,0.0201,0.0175,0.00846,,,,
8.19E+03,0.021,0.0156,0.00888,,,,
9.21E+03,0.0179,0.0144,0.0124,,,,
1.02E+04,0.0177,0.0123,0.00978,,,,
1.13E+04,0.0168,0.0122,0.00917,,,,
1.23E+04,0.0175,0.0118,0.00913,,,,
1.33E+04,0.0187,0.0128,0.00974,,,,
1.43E+04,0.0185,0.0142,0.00934,,,,
1.54E+04,0.0193,0.0132,0.00856,,,,
1.64E+04,0.0175,0.0128,0.00912,,,,
1.84E+04,0.0194,0.0151,0.00755,,,,
2.05E+04,0.0183,0.0108,0.00735,,,,
2.25E+04,0.0165,0.00896,0.00575,,,,
2.46E+04,0.0159,0.00938,0.00565,,,,
2.66E+04,0.0139,0.0118,0.00736,,,,
2.87E+04,0.0111,0.00931,0.00583,,,,
3.07E+04,0.0133,0.00948,0.00677,,,,
3.28E+04,0.0116,0.00813,0.00737,,,,
3.69E+04,0.0105,0.012,0.00689,,,,
4.10E+04,0.0103,0.0097,0.00743,,,,
4.51E+04,0.00952,0.0079,0.0103,,,,
4.91E+04,0.00955,0.00752,0.0077,,,,
5.32E+04,0.0105,0.0114,0.00776,,,,
5.73E+04,0.0111,0.0111,0.00703,,,,
6.14E+04,0.0125,0.00946,0.00745,,,,
6.55E+04,0.0136,0.0133,0.00973,,,,
7.37E+04,0.0107,0.00853,0.00974,,,,
8.19E+04,0.0098,0.0123,0.00512,,,,
9.01E+04,0.0104,0.0133,0.00528,,,,
9.83E+04,0.0105,0.0135,0.00446,,,,
1.06E+05,0.0119,0.00914,0.00456,,,,
1.15E+05,0.00891,0.0104,0.00838,,,,
1.23E+05,0.0109,0.00783,0.00738,,,,
1.31E+05,0.0114,0.00734,0.00388,,,,
1.47E+05,0.0114,0.00996,0.00333,,,,
1.64E+05,0.00697,0.00856,0.00609,,,,
1.80E+05,0.0111,0.00772,0.00339,,,,
1.97E+05,0.0103,0.00694,0.00436,,,,
2.13E+05,0.0102,0.0073,0.00387,,,,
2.29E+05,0.00687,0.00766,0.00206,,,,
2.46E+05,0.00532,0.00772,0.00416,,,,
2.62E+05,0.00903,0.00805,0.00343,,,,
2.95E+05,0.0108,0.00892,0.00476,,,,
3.28E+05,0.00985,0.00751,0.00321,,,,
3.60E+05,0.00822,0.00765,0.00443,,,,
3.93E+05,0.00849,0.0089,0.00328,,,,
4.26E+05,0.00776,0.00748,0.00184,,,,
4.59E+05,0.00758,0.00888,0.00354,,,,
4.92E+05,0.00779,0.0069,0.00405,,,,
5.24E+05,0.00525,0.00821,0.0044,,,,
5.90E+05,0.00375,0.00949,0.00164,,,,
6.55E+05,0.0024,0.00843,0.00191,,,,
7.21E+05,0.0017,0.00924,0.00303,,,,
7.86E+05,0.00307,0.00883,0.00316,,,,
8.52E+05,0.00256,0.00644,0.00324,,,,
9.18E+05,0.00233,0.00848,0.00343,,,,
9.83E+05,0.0001,0.00725,0.0023,,,,
1.05E+06,0.00156,0.00514,0.00155,,,,
1.18E+06,0.00152,0.00461,0.00289,,,,
1.31E+06,0.00132,0.00385,0.00201,,,,
1.44E+06,0.00307,0.00239,0.00233,,,,
1.57E+06,0.00164,0.00231,0.00111,,,,
1.70E+06,0.00216,0.00102,0.00221,,,,
1.84E+06,0.00057,0.00195,0.00306,,,,
1.97E+06,0.00135,0.0023,0.00154,,,,
2.10E+06,0.00361,0.00348,0.00303,,,,
2.36E+06,0.0025,0.00129,0.00372,,,,
2.62E+06,0.00433,0.00106,0.00228,,,,
2.88E+06,0.00399,0.00216,0.00315,,,,
3.15E+06,0.00388,0.00305,0.00217,,,,
3.41E+06,0.00471,0.003,0.002,,,,
3.67E+06,0.00462,0.00428,0.00112,,,,
3.93E+06,0.00391,0.00437,0.00176,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
