X Lag Time,Record 25: F5 1,Record 26: F5 2,Record 27: F5 3,X Intensity,Record 25: F5 1,Record 26: F5 2,Record 27: F5 3
109,0.701,0.691,0.677,106,0,0.283,0.64
117,0.693,0.681,0.667,122,0,0.899,0.38
125,0.685,0.672,0.658,142,0,1.75,0.278
141,0.669,0.656,0.641,164,0,2.73,0.655
157,0.653,0.639,0.625,190,0.485,3.74,1.74
173,0.638,0.623,0.608,220,2.29,4.73,3.57
189,0.623,0.608,0.593,255,5.36,5.7,5.97
205,0.61,0.593,0.578,295,9.05,6.61,8.57
221,0.596,0.579,0.564,342,12.5,7.44,10.9
237,0.583,0.565,0.55,396,14.8,8.13,12.5
253,0.57,0.552,0.537,459,15.3,8.6,13.1
285,0.546,0.526,0.511,531,14.1,8.77,12.4
317,0.523,0.502,0.487,615,11.3,8.59,10.6
349,0.501,0.479,0.464,712,7.62,8.03,8.09
381,0.48,0.458,0.442,825,4.02,7.12,5.25
413,0.461,0.437,0.421,955,1.33,5.92,2.69
445,0.442,0.418,0.402,1.11E+03,0.0493,4.56,0.878
477,0.424,0.399,0.384,1.28E+03,0,3.17,0.0402
509,0.407,0.382,0.367,1.48E+03,0,1.93,0
573,0.376,0.35,0.335,1.72E+03,0,0.945,0
637,0.347,0.322,0.306,1.99E+03,0,0.312,0
701,0.321,0.296,0.281,2.30E+03,0,0.0302,0
765,0.297,0.273,0.258,2.67E+03,0,0,0
829,0.277,0.252,0.237,3.09E+03,0,0,0
893,0.257,0.233,0.218,3.58E+03,0,0,0
957,0.239,0.216,0.202,4.15E+03,0,0,0
1.02E+03,0.223,0.2,0.187,4.80E+03,0.401,0,0
1.15E+03,0.193,0.173,0.159,5.56E+03,1.49,0,0
1.28E+03,0.168,0.15,0.136,6.44E+03,0,0,0
1.40E+03,0.148,0.13,0.117,7.46E+03,0,0,0
1.53E+03,0.131,0.114,0.101,8.63E+03,0,0,0
1.66E+03,0.117,0.101,0.0874,,,,
1.79E+03,0.104,0.0891,0.0754,,,,
1.92E+03,0.0923,0.0793,0.0652,,,,
2.04E+03,0.083,0.0709,0.0572,,,,
2.30E+03,0.0677,0.056,0.0447,,,,
2.56E+03,0.0568,0.0449,0.0351,,,,
2.81E+03,0.0483,0.0372,0.0292,,,,
3.07E+03,0.0418,0.0318,0.0242,,,,
3.32E+03,0.0372,0.0265,0.019,,,,
3.58E+03,0.034,0.0222,0.016,,,,
3.84E+03,0.0312,0.0195,0.0152,,,,
4.09E+03,0.0296,0.0153,0.0149,,,,
4.60E+03,0.027,0.0107,0.0133,,,,
5.12E+03,0.0222,0.00877,0.0102,,,,
5.63E+03,0.017,0.00717,0.00742,,,,
6.14E+03,0.0151,0.00801,0.00402,,,,
6.65E+03,0.016,0.00858,0.0045,,,,
7.16E+03,0.0161,0.00736,0.00641,,,,
7.68E+03,0.0158,0.00652,0.008,,,,
8.19E+03,0.0169,0.00771,0.00787,,,,
9.21E+03,0.0166,0.00678,0.0073,,,,
1.02E+04,0.0165,0.00632,0.00546,,,,
1.13E+04,0.016,0.00758,0.00572,,,,
1.23E+04,0.0183,0.00508,0.00882,,,,
1.33E+04,0.0193,0.0063,0.01,,,,
1.43E+04,0.0177,0.00582,0.00787,,,,
1.54E+04,0.0141,0.00248,0.00733,,,,
1.64E+04,0.0141,0.00343,0.00789,,,,
1.84E+04,0.0141,0.00419,0.00781,,,,
2.05E+04,0.0129,0.00508,0.00581,,,,
2.25E+04,0.0154,0.0053,0.00589,,,,
2.46E+04,0.0165,0.00361,0.00605,,,,
2.66E+04,0.0162,0.00615,0.00906,,,,
2.87E+04,0.0125,0.00726,0.00728,,,,
3.07E+04,0.0123,0.00588,0.0052,,,,
3.28E+04,0.0117,0.00709,0.00687,,,,
3.69E+04,0.00976,0.00425,0.00311,,,,
4.10E+04,0.00981,0.00665,0.00279,,,,
4.51E+04,0.00665,0.00759,0.00276,,,,
4.91E+04,0.008,0.00542,0.00427,,,,
5.32E+04,0.00827,0.00501,0.00466,,,,
5.73E+04,0.00956,0.00484,0.00381,,,,
6.14E+04,0.00754,0.00383,0.00742,,,,
6.55E+04,0.00999,0.00368,0.00526,,,,
7.37E+04,0.0106,0.00606,0.00108,,,,
8.19E+04,0.00988,0.00339,0.00274,,,,
9.01E+04,0.00868,0.0037,0.00276,,,,
9.83E+04,0.00689,0.00254,0.0016,,,,
1.06E+05,0.0077,0.00435,0.00125,,,,
1.15E+05,0.00823,0.00527,0.00385,,,,
1.23E+05,0.0128,0.00275,0.00251,,,,
1.31E+05,0.00777,0.00428,0.00277,,,,
1.47E+05,0.00718,0.00248,0.00155,,,,
1.64E+05,0.00752,0.00326,0.00185,,,,
1.80E+05,0.00898,0.00437,0.00167,,,,
1.97E+05,0.00444,0.00445,0.0024,,,,
2.13E+05,0.00573,0.00358,0.000747,,,,
2.29E+05,0.00599,0.0035,0.000785,,,,
2.46E+05,0.00738,0.00362,0.0045,,,,
2.62E+05,0.00823,0.00262,0.00343,,,,
2.95E+05,0.00645,0.00262,0.00183,,,,
3.28E+05,0.00512,0.00277,0.00118,,,,
3.60E+05,0.00453,0.00362,0.00164,,,,
3.93E+05,0.00493,0.00305,0.00059,,,,
4.26E+05,0.00597,0.00297,0.000897,,,,
4.59E+05,0.00614,0.00187,0.0014,,,,
4.92E+05,0.00608,0.00394,0.001,,,,
5.24E+05,0.0029,0.00242,0.000489,,,,
5.90E+05,0.00351,0.00139,0.00148,,,,
6.55E+05,0.00328,0.003,0.000793,,,,
7.21E+05,0.00139,0.00199,0.00125,,,,
7.86E+05,0.000531,0.00105,0.00116,,,,
8.52E+05,0.00129,0.00105,0.000482,,,,
9.18E+05,0.00132,0.00163,0.00164,,,,
9.83E+05,0.000967,0.000847,0.000529,,,,
1.05E+06,0.000249,0.00239,0.00053,,,,
1.18E+06,0,0.00104,0.000971,,,,
1.31E+06,0.000709,0.00123,0.000328,,,,
1.44E+06,6.27E-06,0.000815,0.00144,,,,
1.57E+06,0.000638,0.00107,0.000518,,,,
1.70E+06,0.000801,0.00133,0.000988,,,,
1.84E+06,0.000852,0.00185,0.000721,,,,
1.97E+06,0.00177,0.000612,0.0012,,,,
2.10E+06,0.00152,0.00112,0.000886,,,,
2.36E+06,0.00086,0.000881,0,,,,
2.62E+06,0.00102,3.37E-05,0.000981,,,,
2.88E+06,0.0019,0.000192,0.000778,,,,
3.15E+06,0.00188,0,0.00013,,,,
3.41E+06,0.00215,0,0.00019,,,,
3.67E+06,0.00175,0,0.000585,,,,
3.93E+06,0.00103,5.28E-05,0.00044,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
