X Lag Time,Record 1: EVs_3e10_000rpm_00-00min_NA_No1_230911 1,Record 2: EVs_3e10_000rpm_00-00min_NA_No1_230911 2,Record 3: EVs_3e10_000rpm_00-00min_NA_No1_230911 3,X Intensity,Record 1: EVs_3e10_000rpm_00-00min_NA_No1_230911 1,Record 2: EVs_3e10_000rpm_00-00min_NA_No1_230911 2,Record 3: EVs_3e10_000rpm_00-00min_NA_No1_230911 3
52.5,0.7,0.701,0.691,32.7,0,0,0
56.5,0.686,0.688,0.679,37.8,0.0492,0,0
60.5,0.673,0.675,0.665,43.8,0.467,0.0328,0.172
68.5,0.65,0.65,0.641,50.7,1.3,0.516,0.815
76.5,0.626,0.627,0.617,58.8,2.45,1.56,2.02
84.5,0.603,0.604,0.595,68.1,3.78,3.1,3.69
92.5,0.582,0.583,0.574,78.8,5.17,4.95,5.59
101,0.562,0.562,0.553,91.3,6.49,6.88,7.46
109,0.542,0.542,0.534,106,7.63,8.63,9.03
117,0.523,0.523,0.515,122,8.52,9.96,10.1
125,0.505,0.506,0.497,142,9.08,10.7,10.5
141,0.471,0.471,0.463,164,9.27,10.8,10.3
157,0.439,0.439,0.432,190,9.08,10.2,9.52
173,0.411,0.411,0.404,220,8.51,9.13,8.26
189,0.383,0.383,0.377,255,7.61,7.59,6.72
205,0.359,0.359,0.353,295,6.46,5.85,5.07
221,0.336,0.336,0.33,342,5.16,4.09,3.5
237,0.314,0.315,0.309,396,3.83,2.52,2.15
253,0.295,0.296,0.29,459,2.59,1.29,1.11
285,0.26,0.261,0.255,531,1.53,0.479,0.434
317,0.23,0.23,0.226,615,0.74,0.0853,0.0931
349,0.203,0.204,0.2,712,0.247,0,0
381,0.181,0.181,0.177,825,0.0296,0,0
413,0.161,0.16,0.157,955,0,0,0
445,0.143,0.143,0.14,1.11E+03,0,0,0
477,0.128,0.128,0.125,1.28E+03,0,0,0
509,0.115,0.115,0.112,1.48E+03,0,0,0
573,0.0918,0.0933,0.0919,1.72E+03,0,0,0
637,0.0742,0.0756,0.0755,1.99E+03,0,0,0.0267
701,0.0601,0.0611,0.0629,2.30E+03,0,0,0.0996
765,0.049,0.0504,0.0526,2.67E+03,0,0.00554,0.218
829,0.0401,0.0417,0.044,3.09E+03,0,0.0609,0.368
893,0.0329,0.0348,0.0369,3.58E+03,0,0.172,0.525
957,0.0275,0.029,0.031,4.15E+03,0,0.317,0.662
1.02E+03,0.0232,0.0249,0.0264,4.80E+03,0,0.461,0.752
1.15E+03,0.0169,0.0186,0.0196,5.56E+03,0,0.564,0.773
1.28E+03,0.0122,0.0145,0.0163,6.44E+03,0,0,0
1.40E+03,0.0091,0.0108,0.0138,7.46E+03,0,0,0
1.53E+03,0.0074,0.00805,0.0107,8.63E+03,0,0,0
1.66E+03,0.00567,0.00591,0.00762,,,,
1.79E+03,0.00444,0.00473,0.00522,,,,
1.92E+03,0.00414,0.00436,0.0038,,,,
2.04E+03,0.00333,0.00429,0.0029,,,,
2.30E+03,0.00304,0.00427,0.00078,,,,
2.56E+03,0.002,0.00452,0.000966,,,,
2.81E+03,0.00123,0.0045,0.00165,,,,
3.07E+03,0.0034,0.0027,0.00273,,,,
3.32E+03,0.00372,0.00238,0.00307,,,,
3.58E+03,0.0033,0.00349,0.00242,,,,
3.84E+03,0.00292,0.00251,0.00264,,,,
4.09E+03,0.00229,0.00258,0.00302,,,,
4.60E+03,0.002,0.00182,0.00442,,,,
5.12E+03,0.000656,0.00281,0.00181,,,,
5.63E+03,0.00052,0.00226,0.00194,,,,
6.14E+03,0.000724,0.00241,0.00182,,,,
6.65E+03,0.000881,0.0017,0.000964,,,,
7.16E+03,0.00152,0.00128,0.0012,,,,
7.68E+03,0.00164,0.00202,0.00162,,,,
8.19E+03,0.00135,0.00165,0.00267,,,,
9.21E+03,0.00133,0.000635,0.00202,,,,
1.02E+04,0.00202,0.000659,0.00215,,,,
1.13E+04,0.00195,0.000967,0.00179,,,,
1.23E+04,0.00144,0.00177,0.00131,,,,
1.33E+04,0.00113,0.00175,0.00149,,,,
1.43E+04,0.000403,0.000634,0.000759,,,,
1.54E+04,0.000759,0.000508,0.00178,,,,
1.64E+04,0.00156,0.000451,0.00142,,,,
1.84E+04,0.00121,0.00143,0.00161,,,,
2.05E+04,0.000992,0.00166,0.00292,,,,
2.25E+04,0.00174,0.00188,0.00216,,,,
2.46E+04,0.000636,0.000734,0.00158,,,,
2.66E+04,0.000856,0.000786,0.00101,,,,
2.87E+04,0.000778,0.000489,0.000622,,,,
3.07E+04,0.00141,0.00074,0.00267,,,,
3.28E+04,0.000573,0.00018,0.0016,,,,
3.69E+04,0.000789,0.000284,0.000667,,,,
4.10E+04,0.000952,0.000196,0.00104,,,,
4.51E+04,0.000157,0.000112,0.00171,,,,
4.91E+04,0.000678,0.000969,0.00192,,,,
5.32E+04,0.000271,0.00105,0.00171,,,,
5.73E+04,0.000557,0.000881,0.000419,,,,
6.14E+04,0.000868,0.000104,0.000355,,,,
6.55E+04,0.000947,0.000356,2.24E-05,,,,
7.37E+04,3.58E-05,0.000343,0.000282,,,,
8.19E+04,0.000505,0.000687,0.000486,,,,
9.01E+04,0.000303,0.000814,0.000522,,,,
9.83E+04,0.00023,0.000117,0.000644,,,,
1.06E+05,0.000947,0.00145,0.000659,,,,
1.15E+05,0.00159,0.001,0.00117,,,,
1.23E+05,0.000743,0.00114,0.00123,,,,
1.31E+05,0.000496,0.0008,0.000663,,,,
1.47E+05,0.000419,0.000377,0.000881,,,,
1.64E+05,0.000217,0.000635,0.000824,,,,
1.80E+05,0.000476,0.000581,0.000573,,,,
1.97E+05,0.000332,0.000715,0.00126,,,,
2.13E+05,0.000458,0.000542,0.000185,,,,
2.29E+05,0.000901,0.000205,0.000506,,,,
2.46E+05,0.000258,0.000747,0.000882,,,,
2.62E+05,0.000724,0.00037,0.000813,,,,
2.95E+05,0.000559,0.000731,0.000678,,,,
3.28E+05,6.83E-05,0.000706,0.000562,,,,
3.60E+05,0.000569,0.000613,0.000425,,,,
3.93E+05,0.000672,0.00101,0.000338,,,,
4.26E+05,0.000462,0.000458,0.000634,,,,
4.59E+05,0.000295,0.000312,0.000775,,,,
4.92E+05,0.000788,0.000836,0.00042,,,,
5.24E+05,0.000419,0.000359,0.000719,,,,
5.90E+05,0.000135,0.000345,0.000252,,,,
6.55E+05,7.98E-05,0.00079,0.000564,,,,
7.21E+05,0.000329,0.000405,0.000817,,,,
7.86E+05,0.000242,0.000128,0.000713,,,,
8.52E+05,0.000236,0.000392,0.000937,,,,
9.18E+05,0.000238,0.00072,0.000556,,,,
9.83E+05,0.000588,0.000837,0.00093,,,,
1.05E+06,0.000692,0.000234,0.000904,,,,
1.18E+06,0.000286,0.000244,0.000441,,,,
1.31E+06,0.000333,0.000288,0.000503,,,,
1.44E+06,0.000494,0.00026,0.000384,,,,
1.57E+06,0.000618,0.000396,0.000765,,,,
1.70E+06,0,3.50E-05,0.00083,,,,
1.84E+06,0.000209,0.000411,0.000799,,,,
1.97E+06,0.000461,0.000167,0.000489,,,,
2.10E+06,0.000333,0.000261,0.000483,,,,
2.36E+06,0.00118,0.000929,8.96E-05,,,,
2.62E+06,0.000858,0.000794,0.000416,,,,
2.88E+06,0.000396,0.000111,0.000322,,,,
3.15E+06,0.000791,0.00125,8.91E-05,,,,
3.41E+06,0.000849,0.000338,0.000227,,,,
3.67E+06,0.000798,0.000888,8.14E-05,,,,
3.93E+06,0.000789,0.000499,0.000228,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
